측정일시,작업유형,예측_전기요금,예측_전력사용량
2024-12-01 19:00:00,Maximum_Load,2897.523875467759,4.8359
2024-12-01 19:15:00,Maximum_Load,2982.724124310387,4.0638000000000005
2024-12-01 19:30:00,Maximum_Load,3013.709196169473,3.587600000000001
2024-12-01 19:45:00,Maximum_Load,3102.5947099770287,3.4981
2024-12-01 20:00:00,Maximum_Load,3184.0295930246702,4.238600000000004
2024-12-01 20:15:00,Medium_Load,2755.555493895192,3.660200000000005
2024-12-01 20:30:00,Medium_Load,3179.174394993116,3.449800000000004
2024-12-01 20:45:00,Medium_Load,2544.291811811899,3.444700000000004
2024-12-01 21:00:00,Medium_Load,2597.655509999674,4.259699999999997
2024-12-01 21:15:00,Medium_Load,2637.0926143122374,4.384599999999997
2024-12-01 21:30:00,Medium_Load,2013.1518588084436,3.824099999999997
2024-12-01 21:45:00,Medium_Load,2748.0877776198945,3.8063000000000007
2024-12-01 22:00:00,Medium_Load,2312.5628672605885,3.860399999999999
2024-12-01 22:15:00,Maximum_Load,1577.7920654669117,3.6830999999999983
2024-12-01 22:30:00,Maximum_Load,1775.1366704874154,3.6883000000000026
2024-12-01 22:45:00,Maximum_Load,1415.9518862507475,3.669999999999998
2024-12-01 23:00:00,Maximum_Load,1806.7388529114432,3.801799999999997
2024-12-01 23:15:00,Light_Load,1363.3506510705226,4.201800000000007
2024-12-01 23:30:00,Light_Load,1735.130234994096,3.883800000000005
2024-12-01 23:45:00,Light_Load,1268.2135958565252,3.4181999999999984
2024-12-01 00:00:00,Light_Load,1745.2555947482322,3.5788
2024-12-02 00:15:00,Light_Load,1280.4628481536593,2.906799999999998
2024-12-02 00:30:00,Light_Load,1775.568735203516,2.925999999999997
2024-12-02 00:45:00,Light_Load,1329.510126889429,2.968099999999996
2024-12-02 01:00:00,Light_Load,1744.7459250953536,2.984099999999997
2024-12-02 01:15:00,Light_Load,763.6348053244909,2.966000000000001
2024-12-02 01:30:00,Light_Load,608.7718176827813,2.9516999999999967
2024-12-02 01:45:00,Light_Load,632.020608154478,2.9567999999999954
2024-12-02 02:00:00,Light_Load,653.6489211811391,3.002799999999998
2024-12-02 02:15:00,Light_Load,632.8299779215782,3.109799999999997
2024-12-02 02:30:00,Light_Load,619.9066215497334,3.6111
2024-12-02 02:45:00,Light_Load,627.5437704247571,3.470599999999996
2024-12-02 03:00:00,Light_Load,642.4857824366401,3.0209999999999995
2024-12-02 03:15:00,Light_Load,626.5923953868911,3.001299999999995
2024-12-02 03:30:00,Light_Load,615.8155148680536,3.225399999999996
2024-12-02 03:45:00,Light_Load,606.3704894845843,3.409699999999993
2024-12-02 04:00:00,Light_Load,624.6775446702445,3.193100000000001
2024-12-02 04:15:00,Light_Load,629.4470369298647,3.0276999999999954
2024-12-02 04:30:00,Light_Load,626.0438382762486,3.0424000000000007
2024-12-02 04:45:00,Light_Load,632.2197950100564,3.043899999999994
2024-12-02 05:00:00,Light_Load,623.8113758429009,2.999500000000002
2024-12-02 05:15:00,Light_Load,648.2505311712182,2.947399999999998
2024-12-02 05:30:00,Light_Load,621.6021100382249,2.9731999999999967
2024-12-02 05:45:00,Light_Load,603.4510462596143,3.0351999999999992
2024-12-02 06:00:00,Light_Load,612.4712251682854,3.0433000000000026
2024-12-02 06:15:00,Light_Load,610.0148233984394,2.9880999999999984
2024-12-02 06:30:00,Light_Load,614.5440484594747,3.282500000000001
2024-12-02 06:45:00,Light_Load,627.6599880831662,3.395799999999998
2024-12-02 07:00:00,Light_Load,610.6128941793951,2.990099999999996
2024-12-02 07:15:00,Light_Load,587.6284396983567,2.956899999999996
2024-12-02 07:30:00,Light_Load,656.579263365054,3.0157999999999987
2024-12-02 07:45:00,Light_Load,751.0001163479159,3.125499999999998
2024-12-02 08:00:00,Light_Load,831.7698858428932,9.702499999999988
2024-12-02 08:15:00,Light_Load,3124.114718208039,24.23120000000003
2024-12-02 08:30:00,Light_Load,6214.354237839327,34.56310000000003
2024-12-02 08:45:00,Light_Load,6899.563772740118,34.846099999999986
2024-12-02 09:00:00,Light_Load,5790.951421760091,31.420900000000053
2024-12-02 09:15:00,Light_Load,5964.812242686909,26.81550000000003
2024-12-02 09:30:00,Light_Load,5980.727719461303,30.38130000000004
2024-12-02 09:45:00,Light_Load,5744.339010644368,29.6861
2024-12-02 10:00:00,Light_Load,5673.55631081228,2.7908999999999997
2024-12-02 10:15:00,Light_Load,5992.559012342326,2.8176000000000023
2024-12-02 10:30:00,Light_Load,5909.965817531329,2.966600000000002
2024-12-02 10:45:00,Light_Load,5808.183509832921,3.0010999999999983
2024-12-02 11:00:00,Light_Load,5272.484280720246,2.7030999999999965
2024-12-02 11:15:00,Light_Load,6796.534759502829,2.705899999999997
2024-12-02 11:30:00,Light_Load,6994.334600557843,2.732099999999999
2024-12-02 11:45:00,Light_Load,6813.787917465419,2.728799999999997
2024-12-02 12:00:00,Light_Load,6919.629758576905,2.804599999999999
2024-12-02 12:15:00,Light_Load,1897.204170516868,2.8475000000000006
2024-12-02 12:30:00,Light_Load,2181.9895601455687,2.8118000000000025
2024-12-02 12:45:00,Light_Load,2177.646334341619,2.7952000000000017
2024-12-02 13:00:00,Light_Load,2222.565655503509,2.8146000000000027
2024-12-02 13:15:00,Light_Load,4228.499664385085,2.8161999999999985
2024-12-02 13:30:00,Light_Load,5747.7674137419945,2.829000000000002
2024-12-02 13:45:00,Light_Load,7279.47696490924,2.7777
2024-12-02 14:00:00,Light_Load,7001.532037862111,2.9528000000000003
2024-12-02 14:15:00,Light_Load,6471.769138464998,3.0254999999999965
2024-12-02 14:30:00,Light_Load,7251.744872870026,2.8181999999999965
2024-12-02 14:45:00,Light_Load,6274.407257123603,2.7676999999999974
2024-12-02 15:00:00,Light_Load,7150.908480764952,3.006900000000001
2024-12-02 15:15:00,Light_Load,6685.389016618018,3.236899999999998
2024-12-02 15:30:00,Light_Load,7327.791005889719,2.924299999999998
2024-12-02 15:45:00,Light_Load,6942.240263279713,2.7878999999999987
2024-12-02 16:00:00,Light_Load,6923.553442158737,2.7507999999999995
2024-12-02 16:15:00,Light_Load,6827.101614080407,2.7885999999999984
2024-12-02 16:30:00,Light_Load,6347.45884427067,2.828000000000001
2024-12-02 16:45:00,Light_Load,6660.326371291508,2.8703000000000007
2024-12-02 17:00:00,Light_Load,5833.656391101576,2.860999999999998
2024-12-02 17:15:00,Light_Load,5402.99287419125,2.9515999999999987
2024-12-02 17:30:00,Light_Load,6110.217752826912,3.1442999999999968
2024-12-02 17:45:00,Light_Load,4282.809728042267,2.985999999999999
2024-12-02 18:00:00,Light_Load,3525.534468085068,2.734200000000001
2024-12-02 18:15:00,Light_Load,3746.472491892898,2.7407000000000004
2024-12-02 18:30:00,Light_Load,5041.541789667709,2.774
2024-12-02 18:45:00,Light_Load,4654.772585864585,3.0130999999999983
2024-12-02 19:00:00,Light_Load,4430.257501249731,3.292399999999996
2024-12-02 19:15:00,Light_Load,5162.203548662831,3.3316999999999983
2024-12-02 19:30:00,Light_Load,5489.066249119182,2.914000000000001
2024-12-02 19:45:00,Light_Load,5781.976287383371,2.9079000000000006
2024-12-02 20:00:00,Light_Load,5607.470282594229,3.1447000000000003
2024-12-02 20:15:00,Light_Load,5645.006380695205,3.328600000000003
2024-12-02 20:30:00,Light_Load,5646.03430298034,2.926600000000002
2024-12-02 20:45:00,Light_Load,4746.170613703395,2.902100000000001
2024-12-02 21:00:00,Light_Load,3158.26386450936,2.954200000000001
2024-12-02 21:15:00,Light_Load,2394.8331259120337,3.0246000000000004
2024-12-02 21:30:00,Light_Load,2405.8729412929806,3.1135
2024-12-02 21:45:00,Light_Load,2346.244732477799,2.895199999999999
2024-12-02 22:00:00,Light_Load,2239.226233631624,2.9216999999999973
2024-12-02 22:15:00,Light_Load,1560.4072720341976,2.9635999999999973
2024-12-02 22:30:00,Light_Load,1149.1240414061383,2.9003999999999994
2024-12-02 22:45:00,Light_Load,1194.512669216116,2.869199999999999
2024-12-02 23:00:00,Light_Load,1202.7839245581615,2.8847999999999963
2024-12-02 23:15:00,Light_Load,1102.0054526260517,2.902799999999997
2024-12-02 23:30:00,Light_Load,1151.3481134478247,2.8426
2024-12-02 23:45:00,Light_Load,1124.1604922867211,2.879599999999999
2024-12-02 00:00:00,Light_Load,1120.7765291538672,2.9637999999999973
2024-12-03 00:15:00,Light_Load,1092.5114442493852,3.050299999999996
2024-12-03 00:30:00,Light_Load,1096.2693415333028,3.099999999999996
2024-12-03 00:45:00,Light_Load,1074.4276357998249,3.372299999999996
2024-12-03 01:00:00,Light_Load,1089.1308743558604,3.223199999999998
2024-12-03 01:15:00,Light_Load,994.9703240065302,2.988699999999999
2024-12-03 01:30:00,Light_Load,981.984092454893,2.952599999999996
2024-12-03 01:45:00,Light_Load,773.0636091536519,2.9965999999999955
2024-12-03 02:00:00,Light_Load,678.8850831136667,2.975399999999999
2024-12-03 02:15:00,Light_Load,705.476199368941,3.038900000000001
2024-12-03 02:30:00,Light_Load,716.12393196327,3.1706999999999983
2024-12-03 02:45:00,Light_Load,693.7739086583928,3.3956000000000004
2024-12-03 03:00:00,Light_Load,671.8505350394738,3.131700000000001
2024-12-03 03:15:00,Light_Load,665.7630844358727,3.0454999999999965
2024-12-03 03:30:00,Light_Load,654.311435691062,3.0914999999999964
2024-12-03 03:45:00,Light_Load,642.4769999984532,3.1630999999999974
2024-12-03 04:00:00,Light_Load,653.2283129869974,3.168100000000001
2024-12-03 04:15:00,Light_Load,643.1159164467688,3.2956999999999943
2024-12-03 04:30:00,Light_Load,667.1079589789205,3.2181999999999986
2024-12-03 04:45:00,Light_Load,654.4143426308931,3.004299999999997
2024-12-03 05:00:00,Light_Load,654.6464242721919,2.923999999999999
2024-12-03 05:15:00,Light_Load,658.4507607779233,2.950799999999996
2024-12-03 05:30:00,Light_Load,676.336394317167,2.9592999999999967
2024-12-03 05:45:00,Light_Load,656.7923466036125,2.978999999999999
2024-12-03 06:00:00,Light_Load,653.2822400277314,2.915499999999999
2024-12-03 06:15:00,Light_Load,638.3510845327414,2.9052999999999973
2024-12-03 06:30:00,Light_Load,649.8325319968817,3.087399999999999
2024-12-03 06:45:00,Light_Load,635.2937745331678,3.3559999999999968
2024-12-03 07:00:00,Light_Load,627.6527002110067,3.114499999999999
2024-12-03 07:15:00,Light_Load,626.9041893509561,3.2215
2024-12-03 07:30:00,Light_Load,691.5561638061379,4.381500000000001
2024-12-03 07:45:00,Light_Load,700.3347633357669,4.872200000000007
2024-12-03 08:00:00,Light_Load,748.3667347882765,4.886200000000005
2024-12-03 08:15:00,Light_Load,4110.378983801846,29.92670000000003
2024-12-03 08:30:00,Light_Load,6681.094783862043,62.20889999999995
2024-12-03 08:45:00,Light_Load,7010.145623354326,60.19799999999999
2024-12-03 09:00:00,Light_Load,5980.856095481401,57.28769999999999
2024-12-03 09:15:00,Medium_Load,6486.819385258082,68.69330000000002
2024-12-03 09:30:00,Medium_Load,6215.460137911545,69.03539999999994
2024-12-03 09:45:00,Medium_Load,6010.975414480668,65.52619999999996
2024-12-03 10:00:00,Medium_Load,5959.382831259954,67.18749999999996
2024-12-03 10:15:00,Maximum_Load,5762.070076816678,51.1505
2024-12-03 10:30:00,Maximum_Load,5353.502400794716,48.81190000000002
2024-12-03 10:45:00,Maximum_Load,5751.287902265992,51.44560000000002
2024-12-03 11:00:00,Maximum_Load,6144.066394072663,54.426299999999976
2024-12-03 11:15:00,Maximum_Load,6166.733073103882,59.09529999999992
2024-12-03 11:30:00,Maximum_Load,6505.804645935798,52.75200000000002
2024-12-03 11:45:00,Maximum_Load,6081.149719867748,56.02690000000005
2024-12-03 12:00:00,Maximum_Load,6148.313362902308,46.4181
2024-12-03 12:15:00,Medium_Load,2094.1401326520304,6.4162
2024-12-03 12:30:00,Medium_Load,1949.7150368252403,6.037700000000004
2024-12-03 12:45:00,Medium_Load,2056.567569959994,6.116299999999999
2024-12-03 13:00:00,Medium_Load,2104.44918395191,6.385699999999996
2024-12-03 13:15:00,Medium_Load,4083.813534345407,45.34559999999998
2024-12-03 13:30:00,Medium_Load,6110.1028444652775,74.0748
2024-12-03 13:45:00,Medium_Load,5632.813846381031,72.03270000000009
2024-12-03 14:00:00,Medium_Load,5837.584092837868,64.93999999999997
2024-12-03 14:15:00,Medium_Load,5768.1764691327,61.32149999999994
2024-12-03 14:30:00,Medium_Load,5801.0804071182765,72.96700000000004
2024-12-03 14:45:00,Medium_Load,5784.086411511558,57.59740000000007
2024-12-03 15:00:00,Medium_Load,6050.682692255329,57.86229999999996
2024-12-03 15:15:00,Medium_Load,5561.61923421464,61.85339999999999
2024-12-03 15:30:00,Medium_Load,5923.295648043935,65.72279999999996
2024-12-03 15:45:00,Medium_Load,6388.684019266261,55.82090000000006
2024-12-03 16:00:00,Medium_Load,6003.744920909233,60.95359999999996
2024-12-03 16:15:00,Medium_Load,6340.741461597625,61.16120000000005
2024-12-03 16:30:00,Medium_Load,5963.551821095729,65.24319999999997
2024-12-03 16:45:00,Medium_Load,6990.753131939621,57.09419999999994
2024-12-03 17:00:00,Medium_Load,6465.616678804904,55.532799999999945
2024-12-03 17:15:00,Maximum_Load,6001.57480291464,68.80269999999992
2024-12-03 17:30:00,Maximum_Load,5379.985157671354,68.61680000000001
2024-12-03 17:45:00,Maximum_Load,3884.173401194757,61.488600000000005
2024-12-03 18:00:00,Maximum_Load,3029.338581378423,59.60670000000002
2024-12-03 18:15:00,Maximum_Load,2992.256648123604,64.26919999999998
2024-12-03 18:30:00,Maximum_Load,4090.3536762459353,64.09779999999996
2024-12-03 18:45:00,Maximum_Load,4007.111036115812,63.92630000000006
2024-12-03 19:00:00,Maximum_Load,3800.132728838304,74.34280000000007
2024-12-03 19:15:00,Maximum_Load,4101.416760177184,72.93500000000007
2024-12-03 19:30:00,Maximum_Load,4131.524440322458,63.20089999999998
2024-12-03 19:45:00,Maximum_Load,4360.119659071418,74.96190000000006
2024-12-03 20:00:00,Maximum_Load,4285.203619600686,73.73379999999996
2024-12-03 20:15:00,Medium_Load,4092.224660730107,41.8122
2024-12-03 20:30:00,Medium_Load,3837.402812894063,42.465499999999984
2024-12-03 20:45:00,Medium_Load,3538.336103536778,39.12219999999999
2024-12-03 21:00:00,Medium_Load,2734.65819896985,20.251299999999997
2024-12-03 21:15:00,Medium_Load,2241.0591131900856,13.254900000000006
2024-12-03 21:30:00,Medium_Load,2285.744300468563,14.596900000000016
2024-12-03 21:45:00,Medium_Load,2208.263742194149,15.877300000000012
2024-12-03 22:00:00,Medium_Load,2203.734261251607,24.44200000000002
2024-12-03 22:15:00,Maximum_Load,1559.162677625818,26.05129999999996
2024-12-03 22:30:00,Maximum_Load,1169.6484287534126,14.749500000000022
2024-12-03 22:45:00,Maximum_Load,1058.469862037911,6.8946000000000005
2024-12-03 23:00:00,Maximum_Load,1110.405326451836,10.532100000000003
2024-12-03 23:15:00,Light_Load,1086.8931825166155,3.7942999999999953
2024-12-03 23:30:00,Light_Load,1090.3524744897522,3.776399999999995
2024-12-03 23:45:00,Light_Load,1104.170736826681,3.798000000000002
2024-12-03 00:00:00,Light_Load,1065.704266900392,3.544999999999996
2024-12-04 00:15:00,Light_Load,1051.1404241098232,3.5944000000000007
2024-12-04 00:30:00,Light_Load,1043.9616835536808,3.612099999999998
2024-12-04 00:45:00,Light_Load,1025.306834038229,3.6921000000000017
2024-12-04 01:00:00,Light_Load,1016.8102481029014,3.905999999999996
2024-12-04 01:15:00,Light_Load,784.2567229514208,3.8717
2024-12-04 01:30:00,Light_Load,687.8165809232191,3.6767999999999983
2024-12-04 01:45:00,Light_Load,697.1634340286681,3.5608999999999997
2024-12-04 02:00:00,Light_Load,676.6389638586261,3.792299999999997
2024-12-04 02:15:00,Light_Load,684.2667680659796,4.302499999999998
2024-12-04 02:30:00,Light_Load,697.23452933896,4.0602999999999945
2024-12-04 02:45:00,Light_Load,664.6496474183527,3.7725
2024-12-04 03:00:00,Light_Load,643.9252756994246,3.5356999999999967
2024-12-04 03:15:00,Light_Load,673.9806152548429,3.477799999999996
2024-12-04 03:30:00,Light_Load,670.9533420466954,3.326499999999997
2024-12-04 03:45:00,Light_Load,671.0072186834687,3.264599999999997
2024-12-04 04:00:00,Light_Load,670.1964172779429,3.1388
2024-12-04 04:15:00,Light_Load,639.5409539525508,3.156100000000001
2024-12-04 04:30:00,Light_Load,641.6926910053165,3.185700000000001
2024-12-04 04:45:00,Light_Load,637.1627528907912,3.2342
2024-12-04 05:00:00,Light_Load,651.3806695083479,3.151400000000001
2024-12-04 05:15:00,Light_Load,643.7162464292652,3.255100000000001
2024-12-04 05:30:00,Light_Load,638.4445555680776,3.3156999999999983
2024-12-04 05:45:00,Light_Load,645.4567611281365,3.5079999999999973
2024-12-04 06:00:00,Light_Load,653.6622871173595,3.2521000000000013
2024-12-04 06:15:00,Light_Load,673.9707635793724,3.1697
2024-12-04 06:30:00,Light_Load,685.2996456058441,3.3409999999999997
2024-12-04 06:45:00,Light_Load,689.3442359583752,3.412299999999996
2024-12-04 07:00:00,Light_Load,664.339049539375,3.079400000000001
2024-12-04 07:15:00,Light_Load,648.4379428934049,3.0706999999999978
2024-12-04 07:30:00,Light_Load,647.276753203612,3.4455
2024-12-04 07:45:00,Light_Load,841.7791646286838,4.588599999999997
2024-12-04 08:00:00,Light_Load,992.6785014465298,4.828700000000003
2024-12-04 08:15:00,Light_Load,4699.5781048232175,35.16310000000006
2024-12-04 08:30:00,Light_Load,6808.606966924927,60.397
2024-12-04 08:45:00,Light_Load,7144.130733958024,63.331200000000045
2024-12-04 09:00:00,Light_Load,6043.653697417287,69.46160000000006
2024-12-04 09:15:00,Medium_Load,7166.765926233141,72.23109999999998
2024-12-04 09:30:00,Medium_Load,6784.703107252001,71.88689999999993
2024-12-04 09:45:00,Medium_Load,7502.512388195432,68.17379999999997
2024-12-04 10:00:00,Medium_Load,6712.812458679967,69.9506
2024-12-04 10:15:00,Maximum_Load,6781.847239356546,73.62620000000004
2024-12-04 10:30:00,Maximum_Load,7143.6230828456,68.78900000000007
2024-12-04 10:45:00,Maximum_Load,7520.430185359536,71.90349999999997
2024-12-04 11:00:00,Maximum_Load,6703.233519144584,81.69200000000004
2024-12-04 11:15:00,Maximum_Load,7229.442300317174,84.88799999999999
2024-12-04 11:30:00,Maximum_Load,7376.3086134834675,75.59980000000002
2024-12-04 11:45:00,Maximum_Load,6884.818070460559,78.10000000000002
2024-12-04 12:00:00,Maximum_Load,6272.439020177016,67.18449999999994
2024-12-04 12:15:00,Medium_Load,1834.5500706202365,7.279799999999999
2024-12-04 12:30:00,Medium_Load,2019.007561065873,6.4446
2024-12-04 12:45:00,Medium_Load,2047.356218017888,6.639899999999998
2024-12-04 13:00:00,Medium_Load,2028.7374370755244,7.518299999999999
2024-12-04 13:15:00,Medium_Load,4324.685081589695,44.31129999999997
2024-12-04 13:30:00,Medium_Load,6745.930883038969,61.337800000000016
2024-12-04 13:45:00,Medium_Load,6202.621288526172,61.61710000000006
2024-12-04 14:00:00,Medium_Load,6807.494662495436,58.55869999999992
2024-12-04 14:15:00,Medium_Load,6720.221151744714,55.18429999999993
2024-12-04 14:30:00,Medium_Load,6473.865220008807,61.150499999999965
2024-12-04 14:45:00,Medium_Load,6944.200575823143,50.4453
2024-12-04 15:00:00,Medium_Load,5891.098435280157,51.91689999999996
2024-12-04 15:15:00,Medium_Load,6175.473762220112,56.80159999999994
2024-12-04 15:30:00,Medium_Load,5659.60093009223,62.59129999999992
2024-12-04 15:45:00,Medium_Load,6599.096690369347,53.37800000000004
2024-12-04 16:00:00,Medium_Load,6264.270775326178,54.01959999999998
2024-12-04 16:15:00,Medium_Load,6892.621057750304,57.894900000000064
2024-12-04 16:30:00,Medium_Load,5485.960081669751,63.81669999999998
2024-12-04 16:45:00,Medium_Load,6873.960961539456,56.45439999999999
2024-12-04 17:00:00,Medium_Load,6040.934076434551,53.43779999999995
2024-12-04 17:15:00,Maximum_Load,6281.257799096348,60.0063
2024-12-04 17:30:00,Maximum_Load,5717.278466604103,67.26460000000003
2024-12-04 17:45:00,Maximum_Load,4152.794927123391,51.66010000000002
2024-12-04 18:00:00,Maximum_Load,4035.32414185714,50.8838
2024-12-04 18:15:00,Maximum_Load,3257.124059020163,57.961900000000014
2024-12-04 18:30:00,Maximum_Load,3974.529543561152,63.589400000000005
2024-12-04 18:45:00,Maximum_Load,4573.024047103809,59.82480000000006
2024-12-04 19:00:00,Maximum_Load,4629.236726043565,71.44140000000004
2024-12-04 19:15:00,Maximum_Load,4835.593442345575,67.39130000000009
2024-12-04 19:30:00,Maximum_Load,4432.713031621809,62.18530000000004
2024-12-04 19:45:00,Maximum_Load,4420.168069543861,73.86220000000003
2024-12-04 20:00:00,Maximum_Load,4598.51054425786,68.83809999999994
2024-12-04 20:15:00,Medium_Load,4782.849602818868,56.64370000000001
2024-12-04 20:30:00,Medium_Load,4444.93146445156,59.73219999999994
2024-12-04 20:45:00,Medium_Load,4348.450938678191,48.89179999999998
2024-12-04 21:00:00,Medium_Load,3240.713684215446,22.830599999999983
2024-12-04 21:15:00,Medium_Load,2148.462689190888,13.733299999999996
2024-12-04 21:30:00,Medium_Load,2470.2919016578603,12.864400000000009
2024-12-04 21:45:00,Medium_Load,2249.225004547663,14.341499999999996
2024-12-04 22:00:00,Medium_Load,2128.654931670472,20.574000000000005
2024-12-04 22:15:00,Maximum_Load,1249.6923333748312,23.765300000000003
2024-12-04 22:30:00,Maximum_Load,683.6425189628565,13.38910000000002
2024-12-04 22:45:00,Maximum_Load,684.1591516394203,6.674099999999997
2024-12-04 23:00:00,Maximum_Load,665.0590475625696,10.416499999999996
2024-12-04 23:15:00,Light_Load,625.2626962332723,4.733599999999995
2024-12-04 23:30:00,Light_Load,624.8338324454809,4.5344
2024-12-04 23:45:00,Light_Load,642.7042803541233,4.687499999999995
2024-12-04 00:00:00,Light_Load,632.09649145104,3.8477
2024-12-05 00:15:00,Light_Load,613.1866609959272,3.422099999999997
2024-12-05 00:30:00,Light_Load,644.7411789908442,3.8150999999999993
2024-12-05 00:45:00,Light_Load,687.7020761807223,3.813399999999996
2024-12-05 01:00:00,Light_Load,676.0002865814084,4.4209
2024-12-05 01:15:00,Light_Load,631.4033515126349,5.238200000000001
2024-12-05 01:30:00,Light_Load,630.6414004309697,3.687300000000001
2024-12-05 01:45:00,Light_Load,644.5155829949676,3.318699999999997
